1001, 20000, 22, 25000, 22, 1, www.ibm00.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm01.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm02.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm03.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm04.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm05.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm06.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm07.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm08.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm09.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm10.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm11.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm12.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm13.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm14.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm15.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm16.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm17.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm18.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm19.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm20.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm21.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm22.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm23.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm24.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm25.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm26.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm27.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm28.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm29.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm30.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm31.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm32.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm33.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm34.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm35.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm36.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm37.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm38.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm39.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm40.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm41.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm42.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm43.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm44.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm45.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
1001, 20000, 22, 25000, 22, 1, www.ibm46.com, 1, 1, 0, www.ibm.com, [30000, 30001, 30002]
